spikeTime
0.02
0.043
0.088
0.192
0.299
0.308
0.318
0.323
0.369
0.4
0.425
0.472
0.498
0.599
0.675
0.684
0.719
0.728
0.872
0.929
1.016
1.075
1.137
1.18
1.212
1.218
1.27
1.352
1.399
1.463
1.493
1.532
1.539
1.542
1.598
1.664
1.696
1.725
1.751
1.818
1.849
1.871
2.015
2.03
2.215
2.244
2.267
2.315
2.381
2.463
2.529
2.56
2.595
2.598
2.604
2.74
2.786
2.847
2.906
2.995
3.156
3.272
3.336
3.596
3.603
3.606
3.656
3.661
3.687
3.788
3.876
3.916
3.919
3.931
3.982
4.019
4.11
4.143
4.162
4.174
4.195
4.389
4.467
4.484
4.573
4.578
4.618
4.635
4.64
4.73
4.759
4.8
4.852
4.92
4.924
4.973
5.032
5.126
5.13
5.172
5.309
5.323
5.347
5.375
5.401
5.472
5.48
5.494
5.514
5.531
5.536
5.539
5.56
5.568
5.587
5.67
5.712
5.728
5.774
5.799
5.815
5.834
5.869
5.886
5.956
6.011
6.013
6.111
6.175
6.243
6.258
6.361
6.44
6.506
6.561
6.859
6.883
6.954
7.12
7.122
7.211
7.291
7.306
7.366
7.409
7.478
7.492
7.539
7.602
7.616
7.683
7.737
7.788
7.8
7.865
7.896
7.925
7.948
7.965
7.997
8.049
8.053
8.066
8.081
8.18
8.222
8.271
8.314
8.329
8.334
8.34
8.349
8.43
8.488
8.495
8.549
8.597
8.598
8.73
8.734
8.743
8.811
8.927
8.981
9.038
9.102
9.135
9.143
9.148
9.173
9.204
9.232
9.288
9.3
9.349
9.405
9.437
9.461
9.463
9.511
9.545
9.582
9.583
9.643
9.644
9.663
9.667
9.731
9.741
9.761
9.77
9.772
9.801
9.848
9.959
10.049
10.096
10.124
10.144
10.232
10.244
10.363
10.423
10.427
10.445
10.45
10.526
10.546
10.553
10.593
10.606
10.618
10.619
10.836
10.846
10.848
10.851
10.893
10.906
11.224
11.231
11.248
11.311
11.331
11.479
11.525
11.532
11.538
11.55
11.561
11.578
11.586
11.6
11.617
11.618
11.822
11.83
11.846
11.849
11.863
11.894
11.914
12.258
12.266
12.309
12.312
12.396
12.442
12.444
12.473
12.545
12.555
12.561
12.578
12.834
12.846
12.903
12.909
12.911
13.132
13.14
13.146
13.345
13.412
13.523
13.526
13.538
13.545
13.553
13.555
13.56
13.566
13.57
13.575
13.583
13.591
13.609
13.824
13.85
13.851
13.89
13.899
14.148
14.151
14.209
14.297
14.362
14.536
14.551
14.559
14.567
14.573
14.589
14.592
14.6
14.604
14.612
14.617
14.619
14.621
14.844
14.852
14.875
15.141
15.173
15.211
